Date,Open,High,Low,Close,Adj Close,Volume
1976-06-08,3.148438,3.171875,3.136719,3.140625,0.058525,4441600
1976-06-09,3.140625,3.164063,3.136719,3.144531,0.058598,2243200
1976-06-10,3.152344,3.195313,3.152344,3.195313,0.059544,3622400
1976-06-11,3.199219,3.261719,3.199219,3.257813,0.060709,4892800
1976-06-14,3.257813,3.281250,3.257813,3.269531,0.060927,3702400
1976-06-15,3.269531,3.273438,3.191406,3.226563,0.060127,2867200
1976-06-16,3.226563,3.234375,3.207031,3.222656,0.060054,3196800
1976-06-17,3.222656,3.285156,3.222656,3.261719,0.060782,3411200
1976-06-18,3.261719,3.285156,3.261719,3.261719,0.060782,3600000
1976-06-21,3.261719,3.281250,3.250000,3.261719,0.060782,2310400
1976-06-22,3.261719,3.273438,3.238281,3.238281,0.060345,2457600
1976-06-23,3.238281,3.238281,3.214844,3.238281,0.060345,2560000
1976-06-24,3.238281,3.253906,3.234375,3.238281,0.060345,1734400
1976-06-25,3.238281,3.250000,3.234375,3.238281,0.060345,1334400
1976-06-28,3.238281,3.304688,3.230469,3.238281,0.060345,1382400
1976-06-29,3.238281,3.257813,3.234375,3.242188,0.060418,1897600
1976-06-30,3.253906,3.273438,3.253906,3.269531,0.060927,1843200
1976-07-01,3.269531,3.292969,3.257813,3.269531,0.060927,3724800
1976-07-02,3.269531,3.281250,3.257813,3.273438,0.061000,1689600
1976-07-06,3.273438,3.289063,3.269531,3.269531,0.060927,2144000
1976-07-07,3.269531,3.281250,3.257813,3.273438,0.061000,2112000
1976-07-08,3.273438,3.285156,3.257813,3.269531,0.060927,2576000
1976-07-09,3.269531,3.277344,3.253906,3.261719,0.060782,5276800
1976-07-12,3.261719,3.277344,3.242188,3.273438,0.061000,3062400
1976-07-13,3.277344,3.312500,3.277344,3.304688,0.061582,4982400
1976-07-14,3.296875,3.296875,3.265625,3.265625,0.060855,3254400
1976-07-15,3.265625,3.265625,3.250000,3.250000,0.060563,2598400
1976-07-16,3.250000,3.281250,3.234375,3.281250,0.061146,2848000
1976-07-19,3.281250,3.296875,3.261719,3.277344,0.061073,1593600
1976-07-20,3.277344,3.281250,3.257813,3.277344,0.061073,1667200
1976-07-21,3.277344,3.308594,3.273438,3.292969,0.061364,1836800
1976-07-22,3.292969,3.332031,3.289063,3.328125,0.062019,1798400
1976-07-23,3.343750,3.371094,3.343750,3.367188,0.062747,2790400
1976-07-26,3.398438,3.398438,3.312500,3.343750,0.062310,2694400
1976-07-27,3.343750,3.343750,3.257813,3.304688,0.061582,3097600
1976-07-28,3.296875,3.296875,3.250000,3.289063,0.061291,4238400
1976-07-29,3.289063,3.296875,3.250000,3.273438,0.061000,2280000
1976-07-30,3.273438,3.328125,3.257813,3.320313,0.061874,2792000
1976-08-02,3.320313,3.343750,3.304688,3.328125,0.062019,2347200
1976-08-03,3.328125,3.367188,3.304688,3.359375,0.062602,2616000
1976-08-04,3.359375,3.429688,3.359375,3.421875,0.063766,3203200
1976-08-05,3.421875,3.437500,3.390625,3.406250,0.063475,2702400
1976-08-06,3.406250,3.406250,3.343750,3.390625,0.063184,2036800
1976-08-09,3.351563,3.351563,3.320313,3.343750,0.063125,1651200
1976-08-10,3.343750,3.351563,3.320313,3.343750,0.063125,2304000
1976-08-11,3.343750,3.367188,3.289063,3.304688,0.062387,2569600
1976-08-12,3.304688,3.335938,3.289063,3.320313,0.062682,1617600
1976-08-13,3.320313,3.320313,3.257813,3.296875,0.062240,1798400
1976-08-16,3.296875,3.296875,3.257813,3.281250,0.061945,2166400
1976-08-17,3.281250,3.320313,3.273438,3.304688,0.062387,2500800
1976-08-18,3.304688,3.320313,3.296875,3.312500,0.062535,1641600
1976-08-19,3.312500,3.312500,3.281250,3.281250,0.061945,2564800
1976-08-20,3.281250,3.289063,3.218750,3.218750,0.060765,1760000
1976-08-23,3.195313,3.195313,3.164063,3.195313,0.060323,2276800
1976-08-24,3.195313,3.218750,3.164063,3.164063,0.059733,1996800
1976-08-25,3.164063,3.218750,3.125000,3.218750,0.060765,2288000
1976-08-26,3.218750,3.257813,3.210938,3.210938,0.060618,1808000
1976-08-27,3.210938,3.226563,3.179688,3.210938,0.060618,2225600
1976-08-30,3.218750,3.273438,3.218750,3.265625,0.061650,894400
1976-08-31,3.265625,3.312500,3.265625,3.304688,0.062387,1816000
1976-09-01,3.304688,3.343750,3.265625,3.304688,0.062387,5078400
1976-09-02,3.304688,3.343750,3.265625,3.312500,0.062535,2907200
1976-09-03,3.312500,3.328125,3.296875,3.320313,0.062682,1176000
1976-09-07,3.320313,3.351563,3.312500,3.343750,0.063125,1620800
1976-09-08,3.343750,3.390625,3.343750,3.375000,0.063715,2867200
1976-09-09,3.367188,3.367188,3.312500,3.335938,0.062977,1886400
1976-09-10,3.335938,3.351563,3.296875,3.335938,0.062977,2865600
1976-09-13,3.343750,3.406250,3.343750,3.367188,0.063567,1950400
1976-09-14,3.367188,3.406250,3.335938,3.375000,0.063715,1612800
1976-09-15,3.375000,3.406250,3.351563,3.406250,0.064305,1278400
1976-09-16,3.406250,3.460938,3.382813,3.382813,0.063862,2891200
1976-09-17,3.445313,3.500000,3.445313,3.492188,0.065927,3473600
1976-09-20,3.492188,3.523438,3.468750,3.476563,0.065632,2979200
1976-09-21,3.484375,3.554688,3.484375,3.554688,0.067107,4129600
1976-09-22,3.554688,3.554688,3.500000,3.507813,0.066222,3131200
1976-09-23,3.507813,3.539063,3.492188,3.507813,0.066222,3832000
1976-09-24,3.507813,3.507813,3.468750,3.484375,0.065780,2004800
1976-09-27,3.484375,3.515625,3.484375,3.500000,0.066075,1779200
1976-09-28,3.500000,3.531250,3.453125,3.453125,0.065190,1942400
1976-09-29,3.453125,3.507813,3.445313,3.492188,0.065927,2273600
1976-09-30,3.492188,3.500000,3.468750,3.468750,0.065485,1491200
1976-10-01,3.468750,3.492188,3.414063,3.437500,0.064895,1924800
1976-10-04,3.437500,3.468750,3.406250,3.445313,0.065042,1203200
1976-10-05,3.445313,3.460938,3.406250,3.437500,0.064895,1936000
1976-10-06,3.437500,3.437500,3.382813,3.406250,0.064305,3033600
1976-10-07,3.406250,3.437500,3.375000,3.437500,0.064895,3249600
1976-10-08,3.437500,3.437500,3.367188,3.375000,0.063715,2531200
1976-10-11,3.375000,3.382813,3.320313,3.328125,0.062830,1099200
1976-10-12,3.328125,3.335938,3.289063,3.296875,0.062240,1675200
1976-10-13,3.296875,3.375000,3.281250,3.367188,0.063567,2196800
1976-10-14,3.367188,3.382813,3.296875,3.335938,0.062977,2044800
1976-10-15,3.335938,3.351563,3.304688,3.312500,0.062535,4116800
1976-10-18,3.320313,3.367188,3.320313,3.335938,0.062977,1467200
1976-10-19,3.335938,3.359375,3.312500,3.335938,0.062977,1995200
1976-10-20,3.335938,3.359375,3.312500,3.335938,0.062977,1483200
1976-10-21,3.335938,3.351563,3.281250,3.281250,0.061945,2232000
1976-10-22,3.281250,3.320313,3.171875,3.218750,0.060765,2587200
1976-10-25,3.218750,3.218750,3.164063,3.195313,0.060323,2019200
1976-10-26,3.195313,3.265625,3.195313,3.242188,0.061208,1880000
1976-10-27,3.242188,3.265625,3.242188,3.257813,0.061503,1779200
1976-10-28,3.257813,3.289063,3.257813,3.265625,0.061650,1600000
1976-10-29,3.265625,3.296875,3.250000,3.281250,0.061945,4464000
1976-11-01,3.281250,3.320313,3.265625,3.320313,0.062682,2886400
1976-11-03,3.296875,3.296875,3.210938,3.250000,0.061355,4070400
1976-11-04,3.250000,3.289063,3.218750,3.250000,0.061355,2788800
1976-11-05,3.234375,3.234375,3.101563,3.109375,0.059501,2817600
1976-11-08,3.101563,3.101563,3.039063,3.054688,0.058455,2473600
1976-11-09,3.054688,3.070313,2.976563,3.023438,0.057857,3984000
1976-11-10,3.023438,3.046875,2.953125,2.984375,0.057109,3100800
1976-11-11,2.984375,3.054688,2.976563,3.054688,0.058455,2201600
1976-11-12,3.054688,3.054688,2.984375,3.031250,0.058006,2419200
1976-11-15,3.031250,3.070313,3.007813,3.070313,0.058754,1929600
1976-11-16,3.078125,3.148438,3.078125,3.109375,0.059501,4036800
1976-11-17,3.109375,3.164063,3.109375,3.140625,0.060099,2240000
1976-11-18,3.140625,3.171875,3.132813,3.164063,0.060548,2259200
1976-11-19,3.164063,3.187500,3.132813,3.140625,0.060099,1961600
1976-11-22,3.140625,3.171875,3.132813,3.171875,0.060697,1894400
1976-11-23,3.171875,3.171875,3.125000,3.132813,0.059950,2073600
1976-11-24,3.132813,3.210938,3.132813,3.195313,0.061146,3576000
1976-11-26,3.203125,3.250000,3.203125,3.234375,0.061893,1670400
1976-11-29,3.234375,3.234375,3.179688,3.187500,0.060996,1771200
1976-11-30,3.187500,3.210938,3.164063,3.195313,0.061146,1268800
1976-12-01,3.195313,3.265625,3.179688,3.226563,0.061744,1443200
1976-12-02,3.226563,3.265625,3.179688,3.179688,0.060847,3180800
1976-12-03,3.179688,3.210938,3.164063,3.195313,0.061146,2065600
1976-12-06,3.195313,3.242188,3.195313,3.203125,0.061295,2188800
1976-12-07,3.203125,3.210938,3.179688,3.195313,0.061146,3176000
1976-12-08,3.195313,3.226563,3.187500,3.218750,0.061594,2566400
1976-12-09,3.226563,3.257813,3.226563,3.250000,0.062192,4617600
1976-12-10,3.250000,3.304688,3.250000,3.289063,0.062940,3201600
1976-12-13,3.289063,3.320313,3.281250,3.296875,0.063089,3561600
1976-12-14,3.296875,3.312500,3.281250,3.296875,0.063089,2571200
1976-12-15,3.296875,3.312500,3.265625,3.265625,0.062491,2628800
1976-12-16,3.265625,3.296875,3.250000,3.281250,0.062790,2662400
1976-12-17,3.281250,3.304688,3.265625,3.281250,0.062790,3139200
1976-12-20,3.281250,3.289063,3.218750,3.226563,0.061744,3473600
1976-12-21,3.226563,3.250000,3.203125,3.242188,0.062043,2860800
1976-12-22,3.242188,3.257813,3.218750,3.226563,0.061744,2166400
1976-12-23,3.226563,3.265625,3.218750,3.234375,0.061893,3811200
1976-12-27,3.234375,3.296875,3.234375,3.296875,0.063089,3633600
1976-12-28,3.304688,3.351563,3.304688,3.335938,0.063837,2416000
1976-12-29,3.335938,3.351563,3.304688,3.312500,0.063388,1651200
1976-12-30,3.312500,3.351563,3.312500,3.335938,0.063837,1313600
1976-12-31,3.335938,3.359375,3.320313,3.351563,0.064136,985600
1977-01-03,3.343750,3.382813,3.343750,3.351563,0.064136,2168000
1977-01-04,3.351563,3.375000,3.281250,3.296875,0.063089,1606400
1977-01-05,3.296875,3.367188,3.281250,3.289063,0.062940,1430400
1977-01-06,3.289063,3.367188,3.281250,3.296875,0.063089,2126400
1977-01-07,3.296875,3.312500,3.265625,3.304688,0.063239,2707200
1977-01-10,3.304688,3.351563,3.304688,3.328125,0.063687,2297600
1977-01-11,3.328125,3.351563,3.296875,3.312500,0.063388,2340800
1977-01-12,3.312500,3.312500,3.273438,3.289063,0.062940,3732800
1977-01-13,3.289063,3.312500,3.289063,3.296875,0.063089,2276800
1977-01-14,3.296875,3.296875,3.257813,3.289063,0.062940,3102400
1977-01-17,3.281250,3.281250,3.250000,3.257813,0.062342,2334400
1977-01-18,3.257813,3.265625,3.250000,3.257813,0.062342,1716800
1977-01-19,3.257813,3.281250,3.234375,3.273438,0.062641,2534400
1977-01-20,3.273438,3.289063,3.234375,3.257813,0.062342,2712000
1977-01-21,3.257813,3.265625,3.210938,3.234375,0.061893,3480000
1977-01-24,3.234375,3.273438,3.218750,3.265625,0.062491,2281600
1977-01-25,3.281250,3.335938,3.281250,3.320313,0.063538,2707200
1977-01-26,3.320313,3.335938,3.312500,3.320313,0.063538,1569600
1977-01-27,3.320313,3.359375,3.296875,3.320313,0.063538,2929600
1977-01-28,3.320313,3.335938,3.296875,3.335938,0.063837,2896000
1977-01-31,3.335938,3.351563,3.320313,3.343750,0.063986,2848000
1977-02-01,3.343750,3.406250,3.343750,3.390625,0.064883,2633600
1977-02-02,3.406250,3.445313,3.406250,3.421875,0.065481,3579200
1977-02-03,3.421875,3.437500,3.382813,3.382813,0.064734,2350400
1977-02-04,3.351563,3.351563,3.312500,3.312500,0.064279,2788800
1977-02-07,3.320313,3.367188,3.320313,3.343750,0.064885,2430400
1977-02-08,3.343750,3.359375,3.312500,3.328125,0.064582,3465600
1977-02-09,3.312500,3.312500,3.257813,3.273438,0.063521,2787200
1977-02-10,3.265625,3.265625,3.234375,3.242188,0.062915,2089600
1977-02-11,3.242188,3.257813,3.210938,3.234375,0.062763,1889600
1977-02-14,3.234375,3.281250,3.226563,3.265625,0.063369,2038400
1977-02-15,3.265625,3.273438,3.250000,3.265625,0.063369,3377600
1977-02-16,3.265625,3.289063,3.250000,3.250000,0.063066,4060800
1977-02-17,3.250000,3.257813,3.195313,3.210938,0.062308,2283200
1977-02-18,3.210938,3.234375,3.132813,3.132813,0.060792,4089600
1977-02-22,3.132813,3.164063,3.132813,3.148438,0.061095,1766400
1977-02-23,3.148438,3.171875,3.148438,3.156250,0.061247,1462400
1977-02-24,3.156250,3.171875,3.140625,3.164063,0.061399,1491200
1977-02-25,3.164063,3.179688,3.140625,3.156250,0.061247,1524800
1977-02-28,3.156250,3.179688,3.148438,3.179688,0.061702,1704000
1977-03-01,3.179688,3.250000,3.171875,3.250000,0.063066,2452800
1977-03-02,3.250000,3.265625,3.226563,3.257813,0.063218,1971200
1977-03-03,3.257813,3.273438,3.242188,3.257813,0.063218,2185600
1977-03-04,3.257813,3.273438,3.234375,3.265625,0.063369,2230400
1977-03-07,3.265625,3.273438,3.250000,3.257813,0.063218,2257600
1977-03-08,3.257813,3.281250,3.203125,3.250000,0.063066,2014400
1977-03-09,3.242188,3.242188,3.218750,3.234375,0.062763,2510400
1977-03-10,3.234375,3.265625,3.210938,3.265625,0.063369,3180800
1977-03-11,3.265625,3.289063,3.257813,3.273438,0.063521,2432000
1977-03-14,3.273438,3.281250,3.250000,3.281250,0.063673,1832000
1977-03-15,3.281250,3.320313,3.273438,3.273438,0.063521,2419200
1977-03-16,3.273438,3.281250,3.242188,3.250000,0.063066,1790400
1977-03-17,3.250000,3.250000,3.210938,3.234375,0.062763,1443200
1977-03-18,3.234375,3.234375,3.195313,3.203125,0.062157,1291200
1977-03-21,3.203125,3.218750,3.187500,3.195313,0.062005,1310400
1977-03-22,3.195313,3.203125,3.132813,3.203125,0.062157,2104000
1977-03-23,3.156250,3.156250,3.101563,3.109375,0.060337,2601600
1977-03-24,3.109375,3.140625,3.109375,3.125000,0.060641,3246400
1977-03-25,3.125000,3.148438,3.125000,3.132813,0.060792,1668800
1977-03-28,3.132813,3.164063,3.117188,3.148438,0.061095,3235200
1977-03-29,3.156250,3.195313,3.156250,3.195313,0.062005,2243200
1977-03-30,3.195313,3.195313,3.148438,3.156250,0.061247,2196800
1977-03-31,3.156250,3.187500,3.132813,3.171875,0.061550,1188800
1977-04-01,3.171875,3.187500,3.171875,3.187500,0.061853,1272000
1977-04-04,3.187500,3.187500,3.164063,3.164063,0.061399,1308800
1977-04-05,3.164063,3.171875,3.140625,3.164063,0.061399,1931200
1977-04-06,3.164063,3.171875,3.148438,3.148438,0.061095,1217600
1977-04-07,3.148438,3.171875,3.125000,3.171875,0.061550,1843200
1977-04-11,3.171875,3.210938,3.156250,3.210938,0.062308,2857600
1977-04-12,3.210938,3.281250,3.132813,3.250000,0.063066,2572800
1977-04-13,3.250000,3.273438,3.226563,3.234375,0.062763,2102400
1977-04-14,3.257813,3.312500,3.257813,3.281250,0.063673,2118400
1977-04-15,3.281250,3.320313,3.257813,3.289063,0.063824,3169600
1977-04-18,3.289063,3.296875,3.265625,3.281250,0.063673,1793600
1977-04-19,3.281250,3.289063,3.257813,3.273438,0.063521,4412800
1977-04-20,3.273438,3.289063,3.226563,3.265625,0.063369,3409600
1977-04-21,3.265625,3.304688,3.265625,3.265625,0.063369,2012800
1977-04-22,3.265625,3.265625,3.234375,3.242188,0.062915,1624000
1977-04-25,3.226563,3.226563,3.164063,3.179688,0.061702,1830400
1977-04-26,3.179688,3.210938,3.179688,3.203125,0.062157,1872000
1977-04-27,3.203125,3.242188,3.195313,3.218750,0.062460,1532800
1977-04-28,3.218750,3.250000,3.218750,3.226563,0.062611,1740800
1977-04-29,3.226563,3.242188,3.203125,3.226563,0.062611,1291200
1977-05-02,3.226563,3.265625,3.218750,3.265625,0.063369,1737600
1977-05-03,3.273438,3.304688,3.273438,3.281250,0.063673,1684800
1977-05-04,3.281250,3.304688,3.265625,3.289063,0.063824,1446400
1977-05-05,3.289063,3.320313,3.273438,3.304688,0.064127,1374400
1977-05-06,3.296875,3.296875,3.257813,3.289063,0.063824,1864000
1977-05-09,3.257813,3.257813,3.218750,3.226563,0.063517,1843200
1977-05-10,3.226563,3.250000,3.218750,3.242188,0.063824,2523200
1977-05-11,3.242188,3.242188,3.187500,3.195313,0.062902,1635200
1977-05-12,3.195313,3.210938,3.164063,3.195313,0.062902,2459200
1977-05-13,3.195313,3.226563,3.195313,3.210938,0.063209,1520000
1977-05-16,3.210938,3.250000,3.210938,3.226563,0.063517,1217600
1977-05-17,3.226563,3.242188,3.210938,3.234375,0.063671,1201600
1977-05-18,3.234375,3.281250,3.218750,3.234375,0.063671,2124800
1977-05-19,3.242188,3.281250,3.242188,3.273438,0.064440,2372800
1977-05-20,3.273438,3.281250,3.257813,3.257813,0.064132,1476800
1977-05-23,3.257813,3.281250,3.210938,3.210938,0.063209,1724800
1977-05-24,3.210938,3.234375,3.187500,3.218750,0.063363,1872000
1977-05-25,3.218750,3.218750,3.179688,3.203125,0.063055,1793600
1977-05-26,3.203125,3.203125,3.171875,3.203125,0.063055,1750400
1977-05-27,3.203125,3.210938,3.187500,3.195313,0.062902,1396800
1977-05-31,3.195313,3.218750,3.187500,3.195313,0.062902,1644800
1977-06-01,3.195313,3.210938,3.164063,3.210938,0.063209,1470400
1977-06-02,3.210938,3.210938,3.164063,3.171875,0.062440,2049600
1977-06-03,3.171875,3.218750,3.164063,3.187500,0.062748,2108800
1977-06-06,3.187500,3.195313,3.148438,3.156250,0.062133,2225600
1977-06-07,3.156250,3.179688,3.148438,3.171875,0.062440,2532800
1977-06-08,3.171875,3.203125,3.148438,3.179688,0.062594,2270400
1977-06-09,3.179688,3.195313,3.164063,3.195313,0.062902,2054400
1977-06-10,3.195313,3.195313,3.156250,3.171875,0.062440,3252800
1977-06-13,3.187500,3.218750,3.187500,3.210938,0.063209,2648000
1977-06-14,3.226563,3.281250,3.226563,3.273438,0.064440,3228800
1977-06-15,3.273438,3.296875,3.265625,3.273438,0.064440,1852800
1977-06-16,3.273438,3.289063,3.234375,3.273438,0.064440,2619200
1977-06-17,3.273438,3.273438,3.242188,3.250000,0.063978,1720000
1977-06-20,3.250000,3.273438,3.242188,3.265625,0.064286,1284800
1977-06-21,3.265625,3.289063,3.250000,3.265625,0.064286,2958400
1977-06-22,3.265625,3.289063,3.250000,3.265625,0.064286,2272000
1977-06-23,3.265625,3.273438,3.242188,3.250000,0.063978,3225600
1977-06-24,3.265625,3.289063,3.265625,3.265625,0.064286,1846400
1977-06-27,3.273438,3.304688,3.273438,3.304688,0.065055,2006400
1977-06-28,3.304688,3.335938,3.289063,3.304688,0.065055,1897600
1977-06-29,3.304688,3.312500,3.289063,3.296875,0.064901,2393600
1977-06-30,3.304688,3.343750,3.304688,3.343750,0.065824,1880000
1977-07-01,3.343750,3.359375,3.320313,3.328125,0.065516,1832000
1977-07-05,3.328125,3.335938,3.296875,3.312500,0.065208,2241600
1977-07-06,3.312500,3.328125,3.296875,3.312500,0.065208,1849600
1977-07-07,3.320313,3.343750,3.320313,3.328125,0.065516,1344000
1977-07-08,3.328125,3.343750,3.304688,3.312500,0.065208,1156800
1977-07-11,3.312500,3.320313,3.257813,3.265625,0.064286,2779200
1977-07-12,3.265625,3.289063,3.257813,3.265625,0.064286,2121600
1977-07-13,3.273438,3.312500,3.273438,3.312500,0.065208,1710400
1977-07-15,3.312500,3.367188,3.312500,3.351563,0.065977,2747200
1977-07-18,3.359375,3.414063,3.359375,3.406250,0.067054,1716800
1977-07-19,3.406250,3.437500,3.406250,3.429688,0.067515,1832000
1977-07-20,3.429688,3.484375,3.414063,3.429688,0.067515,3280000
1977-07-21,3.429688,3.429688,3.382813,3.406250,0.067054,2280000
1977-07-22,3.406250,3.429688,3.390625,3.390625,0.066746,2161600
1977-07-25,3.375000,3.375000,3.296875,3.296875,0.064901,4828800
1977-07-26,3.265625,3.265625,3.226563,3.234375,0.063671,4361600
1977-07-27,3.234375,3.242188,3.179688,3.187500,0.062748,4040000
1977-07-28,3.187500,3.242188,3.171875,3.210938,0.063209,2358400
1977-07-29,3.210938,3.242188,3.179688,3.226563,0.063517,2406400
1977-08-01,3.226563,3.242188,3.203125,3.226563,0.063517,1856000
1977-08-02,3.226563,3.226563,3.210938,3.226563,0.063517,1625600
1977-08-03,3.226563,3.234375,3.210938,3.234375,0.063671,1832000
1977-08-04,3.234375,3.273438,3.218750,3.242188,0.063824,1484800
1977-08-05,3.242188,3.265625,3.218750,3.234375,0.063671,1635200
1977-08-08,3.234375,3.250000,3.218750,3.242188,0.063824,1073600
1977-08-09,3.234375,3.234375,3.179688,3.187500,0.063668,3030400
1977-08-10,3.187500,3.210938,3.171875,3.195313,0.063824,1324800
1977-08-11,3.195313,3.210938,3.140625,3.140625,0.062732,3228800
1977-08-12,3.140625,3.171875,3.125000,3.140625,0.062732,1712000
1977-08-15,3.140625,3.171875,3.132813,3.148438,0.062888,2139200
1977-08-16,3.148438,3.156250,3.125000,3.132813,0.062576,2662400
1977-08-17,3.132813,3.132813,3.109375,3.117188,0.062264,2294400
1977-08-18,3.117188,3.125000,3.101563,3.101563,0.061952,2302400
1977-08-19,3.101563,3.101563,3.007813,3.023438,0.060391,5358400
1977-08-22,3.023438,3.039063,3.015625,3.031250,0.060547,3795200
1977-08-23,3.031250,3.078125,3.031250,3.039063,0.060703,5379200
1977-08-24,3.039063,3.046875,3.015625,3.015625,0.060235,2019200
1977-08-25,3.007813,3.007813,2.976563,2.984375,0.059611,2736000
1977-08-26,2.968750,2.968750,2.929688,2.953125,0.058987,3795200
1977-08-29,2.960938,3.015625,2.960938,3.015625,0.060235,2068800
1977-08-30,3.015625,3.046875,3.000000,3.015625,0.060235,1977600
1977-08-31,3.015625,3.031250,2.976563,3.031250,0.060547,1371200
1977-09-01,3.031250,3.054688,3.023438,3.031250,0.060547,1243200
1977-09-02,3.031250,3.062500,3.031250,3.046875,0.060859,3177600
1977-09-06,3.046875,3.078125,3.031250,3.070313,0.061328,2646400
1977-09-07,3.078125,3.117188,3.078125,3.109375,0.062108,2756800
1977-09-08,3.109375,3.125000,3.070313,3.078125,0.061484,3608000
1977-09-09,3.070313,3.070313,3.039063,3.054688,0.061016,4048000
1977-09-12,3.054688,3.054688,3.000000,3.031250,0.060547,4449600
1977-09-13,3.031250,3.046875,2.984375,3.007813,0.060079,2473600
1977-09-14,3.007813,3.015625,2.984375,3.015625,0.060235,2468800
1977-09-15,3.015625,3.046875,3.007813,3.031250,0.060547,1876800
1977-09-16,3.031250,3.039063,3.015625,3.023438,0.060391,2160000
1977-09-19,3.023438,3.046875,3.015625,3.031250,0.060547,2894400
1977-09-20,3.031250,3.062500,3.023438,3.046875,0.060859,3016000
1977-09-21,3.046875,3.070313,3.031250,3.031250,0.060547,2376000
1977-09-22,3.023438,3.023438,3.000000,3.015625,0.060235,2523200
1977-09-23,3.015625,3.015625,2.992188,3.000000,0.059923,2088000
1977-09-26,3.000000,3.007813,2.976563,3.007813,0.060079,2006400
1977-09-27,3.007813,3.023438,2.976563,2.992188,0.059767,2708800
1977-09-28,2.992188,3.007813,2.976563,3.000000,0.059923,1540800
1977-09-29,3.000000,3.015625,2.992188,3.015625,0.060235,1899200
1977-09-30,3.015625,3.039063,3.000000,3.015625,0.060235,2859200
1977-10-03,3.015625,3.031250,3.000000,3.023438,0.060391,1945600
1977-10-04,3.023438,3.046875,3.015625,3.023438,0.060391,2648000
1977-10-05,3.023438,3.023438,2.992188,3.007813,0.060079,2580800
1977-10-06,3.007813,3.031250,3.007813,3.023438,0.060391,1590400
1977-10-07,3.023438,3.031250,3.000000,3.007813,0.060079,1262400
1977-10-10,3.007813,3.007813,2.992188,3.000000,0.059923,755200
1977-10-11,2.992188,2.992188,2.953125,2.960938,0.059143,2131200
1977-10-12,2.937500,2.937500,2.882813,2.898438,0.057895,3678400
1977-10-13,2.898438,2.921875,2.890625,2.890625,0.057739,2796800
1977-10-14,2.890625,2.921875,2.890625,2.898438,0.057895,2598400
1977-10-17,2.898438,2.937500,2.875000,2.929688,0.058519,1793600
1977-10-18,2.929688,2.960938,2.914063,2.914063,0.058207,2264000
1977-10-19,2.914063,2.937500,2.898438,2.898438,0.057895,2046400
1977-10-20,2.898438,2.929688,2.882813,2.921875,0.058363,1537600
1977-10-21,2.921875,2.937500,2.914063,2.929688,0.058519,1289600
1977-10-24,2.929688,2.929688,2.875000,2.890625,0.057739,1680000
1977-10-25,2.890625,2.890625,2.859375,2.882813,0.057582,2467200
1977-10-26,2.882813,2.906250,2.867188,2.906250,0.058051,2180800
1977-10-27,2.906250,2.929688,2.898438,2.906250,0.058051,2166400
1977-10-28,2.906250,2.937500,2.898438,2.937500,0.058675,1025600
1977-10-31,2.937500,2.953125,2.929688,2.945313,0.058831,1004800
1977-11-01,2.945313,2.945313,2.914063,2.929688,0.058519,1289600
1977-11-02,2.929688,2.945313,2.921875,2.929688,0.058519,1753600
1977-11-03,2.929688,2.953125,2.929688,2.953125,0.058987,3118400
1977-11-04,2.953125,2.960938,2.921875,2.937500,0.059621,1894400
1977-11-07,2.937500,2.945313,2.914063,2.914063,0.059146,2155200
1977-11-08,2.914063,2.921875,2.890625,2.898438,0.058828,1220800
1977-11-09,2.898438,2.898438,2.875000,2.890625,0.058670,1056000
1977-11-10,2.898438,2.968750,2.898438,2.945313,0.059780,3193600
1977-11-11,3.023438,3.054688,3.023438,3.046875,0.061841,2321600
1977-11-14,3.046875,3.070313,3.023438,3.023438,0.061365,1705600
1977-11-15,3.023438,3.046875,3.007813,3.023438,0.061365,1385600
1977-11-16,3.023438,3.039063,2.992188,2.992188,0.060731,2446400
1977-11-17,2.992188,3.000000,2.976563,2.984375,0.060573,1860800
1977-11-18,2.992188,3.000000,2.976563,2.984375,0.060573,1860800
1977-11-21,2.984375,2.992188,2.953125,2.953125,0.059938,2076800
1977-11-22,2.953125,2.992188,2.953125,2.976563,0.060414,1625600
1977-11-23,2.976563,2.976563,2.960938,2.976563,0.060414,2011200
1977-11-25,2.976563,2.976563,2.953125,2.953125,0.059938,1110400
1977-11-28,2.953125,2.968750,2.945313,2.945313,0.059780,1864000
1977-11-29,2.945313,2.945313,2.882813,2.890625,0.058670,3764800
1977-11-30,2.890625,2.914063,2.875000,2.906250,0.058987,2110400
1977-12-01,2.906250,2.921875,2.875000,2.882813,0.058511,3209600
1977-12-02,2.875000,2.875000,2.828125,2.843750,0.057718,3520000
1977-12-05,2.843750,2.859375,2.812500,2.843750,0.057718,2100800
1977-12-06,2.843750,2.851563,2.804688,2.820313,0.057243,3401600
1977-12-07,2.820313,2.851563,2.812500,2.843750,0.057718,2148800
1977-12-08,2.843750,2.898438,2.843750,2.890625,0.058670,2032000
1977-12-09,2.890625,2.929688,2.890625,2.921875,0.059304,2084800
1977-12-12,2.921875,2.960938,2.914063,2.945313,0.059780,3369600
1977-12-13,2.945313,2.945313,2.914063,2.929688,0.059463,2576000
1977-12-14,2.929688,2.937500,2.914063,2.921875,0.059304,2305600
1977-12-15,2.921875,2.929688,2.906250,2.914063,0.059146,2728000
1977-12-16,2.914063,2.937500,2.914063,2.914063,0.059146,1841600
1977-12-19,2.914063,2.929688,2.906250,2.921875,0.059304,1972800
